iter	Passed	Remaining
1685	6732	9239
1686	6736	9235
1687	6739	9230
1688	6745	9230
1689	6749	9225
1690	6752	9220
1691	6755	9215
1692	6759	9210
1693	6762	9205
1694	6765	9200
1695	6768	9194
1696	6771	9189
1697	6774	9184
1698	6777	9178
1699	6780	9173
1700	6783	9167
1701	6786	9162
1702	6789	9157
1703	6792	9151
1704	6794	9146
1705	6797	9140
1706	6800	9135
1707	6803	9129
1708	6806	9124
1709	6809	9119
1710	6812	9113
1711	6815	9108
1712	6818	9102
1713	6822	9099
1714	6825	9094
1715	6831	9092
1716	6834	9087
1717	6837	9082
1718	6841	9078
1719	6844	9072
1720	6847	9067
1721	6850	9062
1722	6853	9057
1723	6856	9052
1724	6860	9047
1725	6864	9043
1726	6866	9038
1727	6870	9033
1728	6873	9027
1729	6876	9022
1730	6879	9017
1731	6882	9012
1732	6885	9007
1733	6888	9002
1734	6891	8997
1735	6895	8992
1736	6899	8988
1737	6901	8982
1738	6905	8977
1739	6908	8972
1740	6911	8967
1741	6914	8962
1742	6917	8957
1743	6920	8952
1744	6923	8947
1745	6926	8942
1746	6930	8937
1747	6933	8932
1748	6937	8928
1749	6940	8924
1750	6944	8919
1751	6949	8917
1752	6953	8913
1753	6956	8908
1754	6961	8904
1755	6964	8900
1756	6968	8895
1757	6971	8891
1758	6974	8886
1759	6978	8881
1760	6982	8877
1761	6985	8873
1762	6990	8869
1763	6994	8865
1764	6997	8861
1765	7001	8856
1766	7004	8852
1767	7008	8847
1768	7012	8843
1769	7015	8839
1770	7019	8834
1771	7023	8831
1772	7026	8826
1773	7033	8825
1774	7038	8822
1775	7042	8819
1776	7046	8814
1777	7049	8810
1778	7053	8805
1779	7056	8801
1780	7060	8796
1781	7063	8792
1782	7067	8787
1783	7071	8783
1784	7074	8778
1785	7078	8774
1786	7082	8770
1787	7085	8765
1788	7089	8761
1789	7092	8756
1790	7096	8752
1791	7100	8749
1792	7104	8744
1793	7107	8739
1794	7110	8735
1795	7114	8730
1796	7118	8726
1797	7121	8721
1798	7124	8717
1799	7130	8715
1800	7137	8715
1801	7143	8713
1802	7146	8708
1803	7150	8704
1804	7154	8699
1805	7158	8696
1806	7162	8692
1807	7166	8688
1808	7169	8683
1809	7173	8679
1810	7177	8675
1811	7181	8671
1812	7185	8667
1813	7189	8663
1814	7192	8659
1815	7196	8654
1816	7199	8650
1817	7203	8645
1818	7207	8641
1819	7210	8636
1820	7214	8632
1821	7219	8630
1822	7224	8627
1823	7228	8623
1824	7231	8618
1825	7235	8613
1826	7238	8609
1827	7241	8604
1828	7244	8599
1829	7248	8595
1830	7251	8590
1831	7255	8586
1832	7258	8581
1833	7261	8576
1834	7264	8571
1835	7268	8566
1836	7272	8562
1837	7275	8557
1838	7279	8553
1839	7282	8549
1840	7285	8544
1841	7288	8539
1842	7292	8534
1843	7295	8530
1844	7298	8525
1845	7302	8520
1846	7305	8515
1847	7309	8511
1848	7312	8506
1849	7315	8501
1850	7319	8498
1851	7324	8494
1852	7328	8491
1853	7332	8487
1854	7336	8482
1855	7339	8478
1856	7343	8475
1857	7347	8470
1858	7351	8466
1859	7355	8462
1860	7359	8458
1861	7362	8453
1862	7366	8449
1863	7369	8444
1864	7373	8440
1865	7376	8436
1866	7379	8431
1867	7383	8427
1868	7387	8422
1869	7390	8418
1870	7393	8413
1871	7397	8409
1872	7401	8405
1873	7404	8400
1874	7408	8396
1875	7412	8392
1876	7415	8387
1877	7419	8383
1878	7423	8379
1879	7426	8374
1880	7430	8370
1881	7434	8366
1882	7437	8362
1883	7441	8357
1884	7444	8353
1885	7448	8348
1886	7451	8344
1887	7454	8339
1888	7458	8335
1889	7462	8331
1890	7465	8326
1891	7469	8321
1892	7473	8318
1893	7476	8313
1894	7480	8309
1895	7485	8306
1896	7488	8301
1897	7492	8297
1898	7496	8293
1899	7499	8289
1900	7503	8284
1901	7506	8280
1902	7511	8276
1903	7514	8272
1904	7518	8268
1905	7521	8263
1906	7525	8259
1907	7529	8255
1908	7532	8250
1909	7536	8246
1910	7539	8241
1911	7542	8237
1912	7545	8232
1913	7549	8227
1914	7552	8222
1915	7555	8218
1916	7558	8213
1917	7562	8208
1918	7565	8204
1919	7568	8199
1920	7572	8195
1921	7575	8190
1922	7579	8186
1923	7582	8181
1924	7586	8177
1925	7591	8174
1926	7594	8170
1927	7598	8166
1928	7601	8161
1929	7605	8156
1930	7609	8152
1931	7612	8148
1932	7616	8143
1933	7619	8139
1934	7625	8138
1935	7632	8137
1936	7636	8133
1937	7639	8128
1938	7644	8125
1939	7649	8122
1940	7652	8117
1941	7655	8113
1942	7659	8108
1943	7662	8103
1944	7665	8099
1945	7668	8094
1946	7672	8089
1947	7676	8085
1948	7679	8081
1949	7683	8077
1950	7686	8073
1951	7690	8068
1952	7693	8064
1953	7696	8059
1954	7700	8054
1955	7703	8050
1956	7706	8045
1957	7712	8042
1958	7716	8039
1959	7720	8035
1960	7723	8031
1961	7727	8026
1962	7731	8022
1963	7734	8018
1964	7738	8013
1965	7742	8010
1966	7745	8005
1967	7749	8001
1968	7753	7997
1969	7762	7999
1970	7767	7996
1971	7772	7993
1972	7775	7988
1973	7780	7985
1974	7784	7981
1975	7792	7981
1976	7796	7977
1977	7802	7976
1978	7810	7976
1979	7818	7976
1980	7824	7974
1981	7829	7971
1982	7848	7983
1983	7855	7982
1984	7862	7981
1985	7869	7980
1986	7878	7981
1987	7885	7980
1988	7892	7979
1989	7898	7977
1990	7904	7975
1991	7913	7977
1992	7919	7975
1993	7924	7972
1994	7930	7970
1995	7936	7968
1996	7942	7966
1997	7950	7966
1998	7956	7964
1999	7962	7962
2000	7969	7961
2001	7979	7963
2002	8002	7978
2003	8006	7974
2004	8011	7971
2005	8018	7970
2006	8022	7966
2007	8029	7965
2008	8040	7968
2009	8046	7966
2010	8053	7964
2011	8057	7961
2012	8061	7957
2013	8064	7952
2014	8068	7948
2015	8071	7943
2016	8074	7938
2017	8078	7933
2018	8082	7930
2019	8086	7926
2020	8092	7924
2021	8097	7921
2022	8101	7916
2023	8104	7912
2024	8107	7907
2025	8110	7902
2026	8114	7897
2027	8117	7893
2028	8120	7888
2029	8124	7883
2030	8127	7879
2031	8130	7874
2032	8134	7870
2033	8138	7866
2034	8141	7861
2035	8144	7856
2036	8148	7852
2037	8151	7847
2038	8154	7843
2039	8158	7838
2040	8161	7833
2041	8165	7829
2042	8168	7824
2043	8171	7819
2044	8175	7815
2045	8178	7810
2046	8181	7806
2047	8185	7801
2048	8190	7798
2049	8194	7794
2050	8197	7790
2051	8201	7785
2052	8204	7780
2053	8207	7776
2054	8210	7771
2055	8214	7766
2056	8217	7761
2057	8220	7757
2058	8223	7752
2059	8227	7747
2060	8230	7743
2061	8233	7738
2062	8236	7733
2063	8239	7728
2064	8243	7724
2065	8246	7719
2066	8249	7714
2067	8252	7709
2068	8255	7705
2069	8259	7700
2070	8262	7695
2071	8265	7690
2072	8268	7686
2073	8271	7681
2074	8274	7676
2075	8277	7671
2076	8280	7666
2077	8285	7663
2078	8289	7659
2079	8292	7654
2080	8295	7649
2081	8298	7645
2082	8302	7641
2083	8305	7636
2084	8308	7631
2085	8311	7626
2086	8314	7621
2087	8317	7616
2088	8320	7611
2089	8324	7607
2090	8327	7602
2091	8330	7597
2092	8334	7593
2093	8337	7589
2094	8341	7584
2095	8344	7579
2096	8347	7575
2097	8351	7571
2098	8354	7566
2099	8358	7562
2100	8361	7557
2101	8365	7553
2102	8368	7548
2103	8373	7545
2104	8376	7541
2105	8380	7537
2106	8384	7532
2107	8387	7528
2108	8391	7523
2109	8394	7518
2110	8397	7514
2111	8401	7510
2112	8404	7505
2113	8407	7500
2114	8410	7496
2115	8414	7491
2116	8417	7487
2117	8421	7483
2118	8424	7478
2119	8428	7473
2120	8431	7469
2121	8434	7464
2122	8438	7460
2123	8441	7455
2124	8444	7451
2125	8448	7446
2126	8451	7442
2127	8454	7437
2128	8458	7433
2129	8461	7429
2130	8465	7424
2131	8469	7420
2132	8472	7415
2133	8475	7411
2134	8481	7409
2135	8486	7406
2136	8490	7401
2137	8493	7397
2138	8497	7393
2139	8503	7390
2140	8509	7388
2141	8515	7386
2142	8522	7384
2143	8529	7383
2144	8535	7381
2145	8541	7379
2146	8546	7376
2147	8551	7373
2148	8557	7371
2149	8562	7368
2150	8565	7363
2151	8569	7359
2152	8572	7354
2153	8576	7350
2154	8579	7345
2155	8582	7340
2156	8586	7336
2157	8589	7331
2158	8593	7327
2159	8595	7322
2160	8599	7317
2161	8602	7313
2162	8605	7308
2163	8608	7303
2164	8611	7299
2165	8614	7294
2166	8618	7289
2167	8621	7285
2168	8624	7280
2169	8627	7276
2170	8630	7271
2171	8635	7267
2172	8638	7262
2173	8641	7258
2174	8644	7253
2175	8647	7248
2176	8650	7243
2177	8652	7238
2178	8655	7233
2179	8658	7228
2180	8663	7225
2181	8666	7220
2182	8670	7216
2183	8674	7212
2184	8678	7208
2185	8682	7205
2186	8686	7200
2187	8689	7195
2188	8692	7191
2189	8695	7186
2190	8699	7182
2191	8702	7178
2192	8705	7173
2193	8709	7168
2194	8712	7164
2195	8715	7159
2196	8718	7155
2197	8722	7150
2198	8725	7146
2199	8728	7141
2200	8731	7137
2201	8735	7132
2202	8738	7128
2203	8742	7124
2204	8745	7119
2205	8749	7115
2206	8752	7110
2207	8755	7105
2208	8758	7101
2209	8761	7096
2210	8766	7093
2211	8770	7089
2212	8773	7084
2213	8778	7081
2214	8781	7076
2215	8784	7072
2216	8788	7068
2217	8791	7063
2218	8795	7059
2219	8798	7054
2220	8802	7050
2221	8806	7046
2222	8809	7041
2223	8812	7037
2224	8816	7033
2225	8819	7028
2226	8823	7024
2227	8826	7019
2228	8829	7015
2229	8833	7010
2230	8836	7006
2231	8839	7002
2232	8843	6997
2233	8847	6993
2234	8850	6989
2235	8853	6984
2236	8856	6980
2237	8860	6975
2238	8863	6971
2239	8866	6966
2240	8870	6962
2241	8874	6958
2242	8878	6954
2243	8881	6950
2244	8885	6945
2245	8888	6941
2246	8892	6937
2247	8896	6933
2248	8899	6928
2249	8902	6924
2250	8906	6919
2251	8910	6916
2252	8913	6911
2253	8918	6908
2254	8921	6903
2255	8925	6899
2256	8928	6894
2257	8931	6890
2258	8934	6885
2259	8937	6880
2260	8940	6876
2261	8943	6871
2262	8946	6867
2263	8949	6862
2264	8952	6857
2265	8956	6853
2266	8958	6848
2267	8961	6843
2268	8964	6839
2269	8967	6834
2270	8970	6829
2271	8973	6825
2272	8976	6820
2273	8979	6815
2274	8982	6811
2275	8987	6807
2276	8990	6803
2277	8994	6798
2278	8997	6794
2279	9000	6790
2280	9003	6785
2281	9006	6780
2282	9010	6776
2283	9013	6772
2284	9017	6767
2285	9019	6762
2286	9023	6758
2287	9026	6754
2288	9029	6749
2289	9032	6744
2290	9036	6740
2291	9039	6736
2292	9042	6731
2293	9047	6728
2294	9050	6723
2295	9053	6719
2296	9057	6715
2297	9060	6710
2298	9064	6706
2299	9067	6702
2300	9072	6698
2301	9076	6694
2302	9079	6690
2303	9084	6687
2304	9090	6684
2305	9095	6681
2306	9099	6677
2307	9105	6675
2308	9108	6670
2309	9112	6666
2310	9117	6663
2311	9120	6658
2312	9124	6655
2313	9128	6651
2314	9133	6647
2315	9138	6644
2316	9144	6642
2317	9150	6639
2318	9157	6638
2319	9163	6635
2320	9169	6633
2321	9174	6629
2322	9180	6627
2323	9188	6626
2324	9192	6622
2325	9199	6620
2326	9205	6618
2327	9210	6615
2328	9217	6613
2329	9223	6610
2330	9231	6610
2331	9241	6609
2332	9244	6605
2333	9249	6602
2334	9253	6598
2335	9260	6596
2336	9265	6593
2337	9271	6591
2338	9276	6587
2339	9280	6583
2340	9288	6582
2341	9291	6577
2342	9296	6574
2343	9301	6571
2344	9308	6569
2345	9314	6566
2346	9319	6564
2347	9326	6561
2348	9330	6558
2349	9336	6555
2350	9349	6558
2351	9353	6554
2352	9360	6552
2353	9366	6549
2354	9370	6545
2355	9377	6543
2356	9384	6541
2357	9389	6538
2358	9394	6534
2359	9397	6530
2360	9401	6526
2361	9407	6523
2362	9412	6520
2363	9417	6517
2364	9424	6515
2365	9430	6512
2366	9435	6509
2367	9443	6508
2368	9451	6507
2369	9457	6504
2370	9462	6501
2371	9467	6498
2372	9471	6494
2373	9480	6493
2374	9487	6491
2375	9494	6489
2376	9499	6486
2377	9505	6483
2378	9512	6481
2379	9520	6480
2380	9528	6478
2381	9535	6477
2382	9540	6473
2383	9544	6469
2384	9547	6465
2385	9552	6461
2386	9557	6458
2387	9560	6453
2388	9564	6449
2389	9567	6445
2390	9571	6440
2391	9574	6436
2392	9577	6431
2393	9581	6427
2394	9584	6422
2395	9587	6418
2396	9590	6413
2397	9594	6409
2398	9597	6405
2399	9600	6400
2400	9604	6396
2401	9607	6391
2402	9610	6387
2403	9614	6382
2404	9618	6378
2405	9621	6374
2406	9624	6369
2407	9627	6364
2408	9630	6360
2409	9634	6356
2410	9637	6351
2411	9641	6347
2412	9644	6343
2413	9650	6340
2414	9653	6335
2415	9656	6330
2416	9659	6326
2417	9662	6321
2418	9665	6317
2419	9668	6312
2420	9671	6307
2421	9674	6303
2422	9677	6298
2423	9681	6294
2424	9684	6289
2425	9688	6285
2426	9691	6281
2427	9694	6276
2428	9697	6272
2429	9700	6267
2430	9703	6263
2431	9708	6259
2432	9713	6255
2433	9717	6251
2434	9720	6247
2435	9725	6243
2436	9728	6239
2437	9731	6235
2438	9735	6230
2439	9738	6226
2440	9742	6221
2441	9746	6218
2442	9749	6213
2443	9752	6209
2444	9755	6204
2445	9759	6200
2446	9762	6195
2447	9765	6191
2448	9769	6187
2449	9772	6182
2450	9776	6178
2451	9779	6174
2452	9783	6169
2453	9786	6165
2454	9789	6161
2455	9793	6156
2456	9796	6152
2457	9801	6148
2458	9804	6144
2459	9807	6139
2460	9811	6135
2461	9815	6131
2462	9819	6127
2463	9822	6122
2464	9825	6118
2465	9828	6114
2466	9831	6109
2467	9835	6105
2468	9838	6100
2469	9841	6096
2470	9844	6091
2471	9848	6087
2472	9851	6083
2473	9854	6078
2474	9858	6074
2475	9862	6070
2476	9866	6066
2477	9870	6062
2478	9873	6057
2479	9876	6053
2480	9879	6049
2481	9883	6044
2482	9886	6040
2483	9890	6036
2484	9894	6032
2485	9897	6027
2486	9900	6023
2487	9903	6018
2488	9906	6014
2489	9909	6009
2490	9912	6004
2491	9915	6000
2492	9919	5996
2493	9922	5991
2494	9925	5987
2495	9929	5983
2496	9932	5978
2497	9935	5974
2498	9938	5969
2499	9942	5965
2500	9945	5960
2501	9949	5956
2502	9952	5952
2503	9955	5948
2504	9959	5943
2505	9962	5939
2506	9966	5935
2507	9971	5932
2508	9975	5928
2509	9979	5924
2510	9986	5921
2511	9991	5918
2512	9995	5914
2513	9998	5910
2514	10002	5905
2515	10009	5903
2516	10016	5901
2517	10023	5899
2518	10027	5895
2519	10035	5893
2520	10041	5890
2521	10047	5888
2522	10052	5884
2523	10057	5881
2524	10063	5878
2525	10069	5876
2526	10074	5872
2527	10079	5868
2528	10082	5864
2529	10085	5860
2530	10089	5856
2531	10093	5851
2532	10096	5847
2533	10100	5843
2534	10103	5839
2535	10107	5834
2536	10110	5830
2537	10114	5826
2538	10117	5821
2539	10122	5818
2540	10125	5813
2541	10131	5810
2542	10136	5807
2543	10139	5802
2544	10143	5798
2545	10146	5794
2546	10149	5790
2547	10153	5786
2548	10156	5781
2549	10160	5777
2550	10163	5773
2551	10168	5769
2552	10171	5765
2553	10174	5760
2554	10179	5757
2555	10182	5752
2556	10186	5748
2557	10189	5743
2558	10192	5739
2559	10196	5735
2560	10202	5732
2561	10205	5728
2562	10208	5723
2563	10212	5719
2564	10215	5715
2565	10219	5711
2566	10222	5706
2567	10225	5702
2568	10230	5698
2569	10234	5694
2570	10237	5690
2571	10241	5686
2572	10244	5681
2573	10248	5677
2574	10251	5673
2575	10255	5669
2576	10258	5664
2577	10261	5659
2578	10264	5655
2579	10267	5650
2580	10270	5646
2581	10273	5642
2582	10277	5637
2583	10280	5633
2584	10283	5629
2585	10286	5624
2586	10290	5620
2587	10293	5615
2588	10296	5611
2589	10299	5607
2590	10303	5602
2591	10306	5598
2592	10309	5593
2593	10313	5589
2594	10316	5585
2595	10319	5580
2596	10322	5576
2597	10325	5572
2598	10328	5567
2599	10331	5563
2600	10334	5558
2601	10338	5554
2602	10341	5550
2603	10344	5545
2604	10347	5541
2605	10350	5536
2606	10354	5532
2607	10357	5528
2608	10361	5524
2609	10364	5519
2610	10367	5515
2611	10370	5511
2612	10373	5506
2613	10376	5501
2614	10379	5497
2615	10382	5493
2616	10385	5488
2617	10388	5484
2618	10392	5479
2619	10395	5475
2620	10398	5471
2621	10401	5466
2622	10404	5462
2623	10408	5458
2624	10411	5453
2625	10415	5449
2626	10418	5445
2627	10421	5440
2628	10424	5436
2629	10427	5431
2630	10430	5427
2631	10433	5422
2632	10436	5418
2633	10439	5414
2634	10443	5409
2635	10446	5405
2636	10449	5401
2637	10452	5396
2638	10457	5393
2639	10462	5389
2640	10465	5385
2641	10469	5381
2642	10472	5377
2643	10476	5372
2644	10479	5368
2645	10482	5364
2646	10486	5360
2647	10489	5355
2648	10493	5351
2649	10496	5347
2650	10499	5342
2651	10503	5338
2652	10506	5334
2653	10512	5331
2654	10517	5328
2655	10520	5323
2656	10523	5319
2657	10527	5315
2658	10530	5310
2659	10534	5306
2660	10537	5302
2661	10540	5298
2662	10544	5294
2663	10549	5290
2664	10552	5286
2665	10556	5281
2666	10559	5277
2667	10562	5273
2668	10565	5268
2669	10568	5264
2670	10571	5260
2671	10575	5255
2672	10579	5251
2673	10582	5247
2674	10588	5244
2675	10594	5241
2676	10598	5237
2677	10601	5233
2678	10604	5229
2679	10608	5225
2680	10611	5220
2681	10616	5217
2682	10619	5212
2683	10623	5208
2684	10628	5205
2685	10631	5200
2686	10634	5196
2687	10637	5192
2688	10640	5187
2689	10643	5183
2690	10646	5178
2691	10649	5174
2692	10652	5170
2693	10658	5167
2694	10664	5164
2695	10672	5162
2696	10678	5159
2697	10684	5155
2698	10689	5152
2699	10696	5150
2700	10702	5147
2701	10708	5144
2702	10713	5140
2703	10721	5138
2704	10728	5136
2705	10732	5132
2706	10735	5127
2707	10738	5123
2708	10742	5119
2709	10746	5115
2710	10751	5111
2711	10754	5107
2712	10758	5103
2713	10763	5100
2714	10766	5095
2715	10771	5092
2716	10774	5087
2717	10779	5084
2718	10783	5080
2719	10787	5076
2720	10793	5073
2721	10797	5069
2722	10802	5066
2723	10807	5062
2724	10814	5059
2725	10819	5056
2726	10824	5053
2727	10829	5049
2728	10834	5046
2729	10839	5042
2730	10845	5039
2731	10848	5035
2732	10852	5031
2733	10856	5027
2734	10861	5023
2735	10868	5020
2736	10872	5017
2737	10876	5013
2738	10884	5010
2739	10890	5008
2740	10896	5005
2741	10902	5001
2742	10906	4998
2743	10915	4996
2744	10921	4993
2745	10927	4990
2746	10934	4987
2747	10939	4984
2748	10942	4979
2749	10947	4976
2750	10954	4973
2751	10960	4970
2752	10966	4967
2753	10970	4963
2754	10976	4960
2755	10982	4957
2756	10987	4953
2757	10992	4950
2758	11000	4948
2759	11004	4944
2760	11009	4940
2761	11016	4937
2762	11022	4934
2763	11027	4931
2764	11031	4927
2765	11035	4923
2766	11038	4919
2767	11046	4916
2768	11051	4912
2769	11056	4909
2770	11059	4905
2771	11062	4900
2772	11066	4896
2773	11069	4892
2774	11072	4888
2775	11076	4883
2776	11079	4879
2777	11082	4875
2778	11085	4870
2779	11088	4866
2780	11091	4861
2781	11094	4857
2782	11098	4853
2783	11100	4848
2784	11106	4845
2785	11109	4840
2786	11112	4836
2787	11117	4832
2788	11120	4828
2789	11123	4824
2790	11127	4820
2791	11130	4815
2792	11133	4811
2793	11136	4807
2794	11139	4802
2795	11143	4798
2796	11146	4794
2797	11150	4789
2798	11153	4785
2799	11156	4781
2800	11159	4777
2801	11162	4772
2802	11166	4768
2803	11169	4764
2804	11172	4759
2805	11176	4755
2806	11179	4751
2807	11183	4747
2808	11186	4743
2809	11189	4738
2810	11192	4734
2811	11195	4730
2812	11199	4725
2813	11203	4722
2814	11208	4718
2815	11211	4713
2816	11215	4709
2817	11219	4705
2818	11222	4701
2819	11226	4697
2820	11229	4693
2821	11232	4688
2822	11235	4684
2823	11238	4680
2824	11241	4675
2825	11244	4671
2826	11248	4667
2827	11251	4663
2828	11255	4658
2829	11259	4654
2830	11262	4650
2831	11265	4646
2832	11268	4641
2833	11271	4637
2834	11275	4633
2835	11278	4628
2836	11281	4624
2837	11284	4620
2838	11287	4616
2839	11291	4611
2840	11294	4607
2841	11297	4603
2842	11301	4599
2843	11304	4594
2844	11307	4590
2845	11310	4586
2846	11313	4581
2847	11317	4577
2848	11320	4573
2849	11324	4569
2850	11328	4565
2851	11331	4561
2852	11335	4557
2853	11338	4553
2854	11342	4548
2855	11345	4544
2856	11349	4540
2857	11352	4536
2858	11357	4532
2859	11361	4528
2860	11364	4524
2861	11368	4520
2862	11371	4516
2863	11375	4511
2864	11378	4507
2865	11381	4503
2866	11384	4499
2867	11388	4495
2868	11391	4490
2869	11394	4486
2870	11398	4482
2871	11401	4477
2872	11405	4473
2873	11408	4469
2874	11414	4466
2875	11419	4463
2876	11422	4458
2877	11425	4454
2878	11428	4450
2879	11431	4445
2880	11434	4441
2881	11438	4437
2882	11441	4432
2883	11445	4428
2884	11448	4424
2885	11451	4420
2886	11454	4416
2887	11458	4411
2888	11461	4407
2889	11464	4403
2890	11468	4399
2891	11473	4395
2892	11477	4391
2893	11482	4388
2894	11486	4384
2895	11490	4380
2896	11493	4376
2897	11496	4371
2898	11500	4367
2899	11503	4363
2900	11506	4359
2901	11510	4354
2902	11513	4350
2903	11516	4346
2904	11520	4342
2905	11523	4338
2906	11526	4333
2907	11529	4329
2908	11533	4325
2909	11537	4321
2910	11540	4317
2911	11543	4312
2912	11547	4308
2913	11550	4304
2914	11554	4300
2915	11557	4296
2916	11560	4292
2917	11564	4288
2918	11569	4284
2919	11573	4280
2920	11577	4276
2921	11581	4272
2922	11584	4268
2923	11587	4264
2924	11591	4259
2925	11594	4255
2926	11597	4251
2927	11601	4247
2928	11604	4243
2929	11608	4239
2930	11611	4235
2931	11615	4230
2932	11618	4226
2933	11621	4222
2934	11625	4218
2935	11628	4214
2936	11631	4209
2937	11634	4205
2938	11639	4201
2939	11642	4197
2940	11646	4193
2941	11651	4189
2942	11657	4187
2943	11662	4183
2944	11665	4179
2945	11670	4175
2946	11675	4171
2947	11678	4167
2948	11682	4163
2949	11686	4159
2950	11690	4155
2951	11693	4151
2952	11697	4147
2953	11700	4143
2954	11703	4138
2955	11706	4134
2956	11710	4130
2957	11713	4126
2958	11717	4122
2959	11720	4117
2960	11723	4113
2961	11726	4109
2962	11730	4105
2963	11733	4101
2964	11736	4097
2965	11741	4093
2966	11744	4088
2967	11749	4085
2968	11752	4081
2969	11755	4076
2970	11761	4073
2971	11765	4069
2972	11770	4066
2973	11775	4062
2974	11778	4058
2975	11782	4054
2976	11787	4050
2977	11793	4047
2978	11797	4043
2979	11800	4039
2980	11803	4034
2981	11807	4030
2982	11810	4026
2983	11813	4022
2984	11817	4018
2985	11821	4014
2986	11825	4010
2987	11830	4006
2988	11833	4002
2989	11836	3998
2990	11839	3993
2991	11842	3989
2992	11845	3985
2993	11848	3981
2994	11851	3976
2995	11854	3972
2996	11857	3968
2997	11860	3964
2998	11863	3959
2999	11867	3955
3000	11870	3951
3001	11873	3947
3002	11876	3943
3003	11879	3938
3004	11883	3934
3005	11887	3930
3006	11891	3926
3007	11894	3922
3008	11898	3918
3009	11902	3914
3010	11905	3910
3011	11908	3906
3012	11918	3904
3013	11925	3901
3014	11934	3899
3015	11942	3896
3016	11952	3894
3017	11958	3891
3018	11962	3887
3019	11966	3883
3020	11974	3880
3021	11991	3880
3022	12003	3879
3023	12010	3876
3024	12017	3873
3025	12025	3870
3026	12034	3868
3027	12040	3864
3028	12044	3860
3029	12051	3858
3030	12067	3857
3031	12076	3855
3032	12085	3853
3033	12092	3849
3034	12097	3846
3035	12103	3843
3036	12112	3840
3037	12117	3837
3038	12124	3834
3039	12137	3832
3040	12141	3828
3041	12150	3826
3042	12159	3824
3043	12168	3821
3044	12175	3818
3045	12185	3816
3046	12193	3813
3047	12205	3812
3048	12215	3810
3049	12225	3807
3050	12236	3806
3051	12244	3803
3052	12251	3800
3053	12257	3796
3054	12263	3793
3055	12269	3790
3056	12276	3786
3057	12281	3783
3058	12287	3779
3059	12293	3776
3060	12299	3773
3061	12304	3769
3062	12309	3765
3063	12315	3762
3064	12322	3759
3065	12328	3755
3066	12333	3752
3067	12341	3748
3068	12347	3745
3069	12357	3743
3070	12367	3741
3071	12376	3738
3072	12387	3736
3073	12397	3734
3074	12404	3731
3075	12415	3729
3076	12423	3726
3077	12431	3723
3078	12442	3721
3079	12449	3718
3080	12453	3714
3081	12460	3711
3082	12465	3707
3083	12472	3704
3084	12478	3701
3085	12484	3697
3086	12489	3693
3087	12495	3690
3088	12502	3687
3089	12506	3683
3090	12510	3679
3091	12513	3674
3092	12518	3670
3093	12523	3667
3094	12531	3664
3095	12535	3660
3096	12538	3655
3097	12541	3651
3098	12545	3647
3099	12549	3643
3100	12553	3639
3101	12556	3634
3102	12559	3630
3103	12562	3626
3104	12565	3621
3105	12568	3617
3106	12571	3613
3107	12575	3609
3108	12578	3604
3109	12582	3600
3110	12585	3596
3111	12588	3592
3112	12592	3588
3113	12595	3583
3114	12599	3579
3115	12602	3575
3116	12605	3570
3117	12608	3566
3118	12612	3562
3119	12615	3558
3120	12618	3553
3121	12622	3549
3122	12625	3545
3123	12630	3541
3124	12635	3537
3125	12638	3533
3126	12642	3529
3127	12645	3525
3128	12649	3521
3129	12653	3516
3130	12657	3512
3131	12661	3508
3132	12664	3504
3133	12671	3501
3134	12675	3497
3135	12678	3492
3136	12681	3488
3137	12684	3484
3138	12687	3480
3139	12690	3475
3140	12694	3471
3141	12697	3467
3142	12700	3463
3143	12703	3458
3144	12706	3454
3145	12709	3450
3146	12713	3445
3147	12716	3441
3148	12719	3437
3149	12722	3433
3150	12725	3428
3151	12728	3424
3152	12731	3420
3153	12737	3416
3154	12741	3412
3155	12745	3408
3156	12748	3404
3157	12752	3400
3158	12755	3395
3159	12759	3391
3160	12762	3387
3161	12766	3383
3162	12769	3379
3163	12772	3374
3164	12776	3370
3165	12780	3366
3166	12785	3363
3167	12789	3358
3168	12792	3354
3169	12795	3350
3170	12799	3346
3171	12802	3341
3172	12805	3337
3173	12808	3333
3174	12811	3329
3175	12815	3324
3176	12818	3320
3177	12821	3316
3178	12824	3312
3179	12827	3307
3180	12831	3303
3181	12834	3299
3182	12837	3295
3183	12841	3290
3184	12844	3286
3185	12847	3282
3186	12851	3278
3187	12854	3274
3188	12858	3270
3189	12861	3265
3190	12864	3261
3191	12867	3257
3192	12871	3253
3193	12874	3248
3194	12877	3244
3195	12881	3240
3196	12884	3236
3197	12887	3232
3198	12890	3227
3199	12894	3223
3200	12897	3219
3201	12904	3215
3202	12908	3212
3203	12912	3207
3204	12918	3204
3205	12923	3200
3206	12928	3196
3207	12933	3193
3208	12940	3189
3209	12947	3186
3210	12950	3182
3211	12958	3179
3212	12968	3176
3213	12974	3172
3214	12979	3169
3215	12986	3165
3216	12990	3161
3217	12996	3158
3218	13001	3154
3219	13008	3151
3220	13012	3147
3221	13018	3143
3222	13023	3139
3223	13029	3136
3224	13035	3132
3225	13040	3128
3226	13044	3124
3227	13050	3121
3228	13057	3117
3229	13067	3115
3230	13072	3111
3231	13078	3107
3232	13085	3104
3233	13092	3100
3234	13099	3097
3235	13105	3094
3236	13109	3090
3237	13114	3086
3238	13119	3082
