iter	RMSE
1500	0.006976369402
1501	0.006975861027
1502	0.00697538621
1503	0.006974841959
1504	0.006974311977
1505	0.006973622789
1506	0.006973166675
1507	0.006972570638
1508	0.006971917587
1509	0.006971398987
1510	0.006970881259
1511	0.006970282461
1512	0.006969648288
1513	0.006968953186
1514	0.006968363516
1515	0.006967728274
1516	0.006967107822
1517	0.006966566962
1518	0.006965979721
1519	0.006965311084
1520	0.006964770256
1521	0.006964265531
1522	0.006963784263
1523	0.006963137788
1524	0.006962688759
1525	0.006962181758
1526	0.006961659695
1527	0.006960940653
1528	0.006960352042
1529	0.006959784882
1530	0.006959152333
1531	0.006958470031
1532	0.006957912937
1533	0.006957296929
1534	0.006956813357
1535	0.006956325301
1536	0.006955713932
1537	0.006955254074
1538	0.006954690246
1539	0.006954143615
1540	0.006953540908
1541	0.006953021567
1542	0.006952527064
1543	0.006951939255
1544	0.006951471005
1545	0.00695098018
1546	0.006950560821
1547	0.006949911592
1548	0.006949371844
1549	0.006948888044
1550	0.006948303343
1551	0.006947850066
1552	0.006947269304
1553	0.00694673923
1554	0.006946309014
1555	0.006945800681
1556	0.006945198185
1557	0.006944654773
1558	0.006944101804
1559	0.00694349917
1560	0.006942943226
1561	0.006942284893
1562	0.006941946705
1563	0.006941484699
1564	0.006941072269
1565	0.006940565411
1566	0.006940113796
1567	0.006939545209
1568	0.00693911003
1569	0.006938589939
1570	0.006937929311
1571	0.006937375284
1572	0.006936783182
1573	0.006936181261
1574	0.006935622439
1575	0.00693513643
1576	0.006934652107
1577	0.006934155975
1578	0.006933641121
1579	0.006933261675
1580	0.006932724302
1581	0.006932265008
1582	0.006931768127
1583	0.006931312416
1584	0.006930753733
1585	0.00693010152
1586	0.006929577983
1587	0.006929090568
1588	0.00692868229
1589	0.006928280083
1590	0.006927850218
1591	0.006927472471
1592	0.006927034267
1593	0.006926621812
1594	0.00692624154
1595	0.006925816589
1596	0.006925172135
1597	0.006924656617
1598	0.006924138507
1599	0.006923760703
1600	0.006923328083
1601	0.006922906852
1602	0.006922523475
1603	0.006922154431
1604	0.006921625743
1605	0.006921144246
1606	0.006920585541
1607	0.006920123326
1608	0.006919529911
1609	0.006919215512
1610	0.006918705452
1611	0.006918145033
1612	0.006917512784
1613	0.006917144129
1614	0.006916743465
1615	0.00691631518
1616	0.006915910402
1617	0.006915502304
1618	0.006914941042
1619	0.006914501428
1620	0.006913983622
1621	0.006913612227
1622	0.006913108787
1623	0.006912609127
1624	0.006911977547
1625	0.006911571213
1626	0.006911057279
1627	0.006910578479
1628	0.006910062281
1629	0.006909638647
1630	0.006909252848
1631	0.006908835279
1632	0.006908448746
1633	0.006908105214
1634	0.006907786145
1635	0.006907311104
1636	0.006906857566
1637	0.006906452085
1638	0.006905948144
1639	0.006905562438
1640	0.006905164813
1641	0.00690461
1642	0.006904065887
1643	0.006903608464
1644	0.006903067769
1645	0.006902501208
1646	0.006902022965
1647	0.006901416738
1648	0.006900958945
1649	0.006900486083
1650	0.006900171859
1651	0.006899729029
1652	0.006899319922
1653	0.006898904025
1654	0.00689837278
1655	0.006898027071
1656	0.006897646894
1657	0.006897187661
1658	0.006896802514
1659	0.006896496579
1660	0.006895966054
1661	0.006895601877
1662	0.006895154999
1663	0.006894856371
1664	0.006894389115
1665	0.006893925821
1666	0.006893608336
1667	0.006893170408
1668	0.006892685088
1669	0.006892185686
1670	0.006891710421
1671	0.006891327042
1672	0.006890919284
1673	0.006890524189
1674	0.006890024145
1675	0.006889686251
1676	0.006889276087
1677	0.006888833946
1678	0.006888392608
1679	0.006888016646
1680	0.006887553629
1681	0.006887141753
1682	0.006886847836
1683	0.006886354777
1684	0.006885977953
1685	0.006885561901
1686	0.006885230341
1687	0.006884866951
1688	0.006884495231
1689	0.006884002813
1690	0.006883597285
1691	0.00688310829
1692	0.006882540318
1693	0.006882218969
1694	0.006881897887
1695	0.006881516232
1696	0.00688103516
1697	0.006880696707
1698	0.006880214683
1699	0.006879701549
1700	0.006879394708
1701	0.006879103895
1702	0.006878706319
1703	0.006878223477
1704	0.00687789502
1705	0.006877567641
1706	0.006877203255
1707	0.006876686113
1708	0.006876411479
1709	0.006875963432
1710	0.006875673297
1711	0.006875334417
1712	0.006874907193
1713	0.00687447176
1714	0.006874110728
1715	0.006873763775
1716	0.00687332144
1717	0.006872947081
1718	0.006872543496
1719	0.006872201085
1720	0.006871739422
1721	0.006871405945
1722	0.006870917489
1723	0.006870457153
1724	0.00687009752
1725	0.00686970007
1726	0.006869439719
1727	0.006869069932
1728	0.00686865404
1729	0.00686837461
1730	0.006868024396
1731	0.006867784042
1732	0.00686738447
1733	0.006866942452
1734	0.006866620051
1735	0.006866371496
1736	0.006865958815
1737	0.006865698277
1738	0.006865358434
1739	0.006865047057
1740	0.006864703628
1741	0.00686432724
1742	0.00686396078
1743	0.006863614083
1744	0.006863254464
1745	0.006862976564
1746	0.006862531662
1747	0.006862099764
1748	0.006861831673
1749	0.006861245649
1750	0.006860991256
1751	0.006860606167
1752	0.006860173694
1753	0.006859810797
1754	0.006859453255
1755	0.006858974121
1756	0.006858605573
1757	0.006858113553
1758	0.00685766404
1759	0.0068571548
1760	0.006856841254
1761	0.00685649037
1762	0.006856029917
1763	0.006855576154
1764	0.006855120754
1765	0.006854692043
1766	0.006854433967
1767	0.006854071701
1768	0.00685357468
1769	0.006853282754
1770	0.006853024628
1771	0.006852588559
1772	0.006852137383
1773	0.006851752416
1774	0.006851499569
1775	0.006851082283
1776	0.006850800704
1777	0.006850519038
1778	0.006850044327
1779	0.006849738745
1780	0.006849291698
1781	0.006849018337
1782	0.006848625079
1783	0.00684837342
1784	0.00684790731
1785	0.006847537202
1786	0.006847250151
1787	0.006846941295
1788	0.00684653344
1789	0.00684617595
1790	0.006845821029
1791	0.006845409794
1792	0.006845069724
1793	0.006844829674
1794	0.006844410436
1795	0.006843918681
1796	0.006843551701
1797	0.006843175161
1798	0.006842644088
1799	0.006842221147
1800	0.006841852641
1801	0.006841607664
1802	0.006841094827
1803	0.00684071804
1804	0.006840324701
1805	0.006840004971
1806	0.006839521081
1807	0.006839167064
1808	0.006838926115
1809	0.00683865561
1810	0.006838388518
1811	0.006838078455
1812	0.006837840268
1813	0.006837583389
1814	0.00683733503
1815	0.006836914551
1816	0.006836468752
1817	0.006836059163
1818	0.006835747583
1819	0.006835319105
1820	0.006834905143
1821	0.006834507661
1822	0.006834086409
1823	0.006833737541
1824	0.006833360917
1825	0.006832939367
1826	0.00683253379
1827	0.006832146116
1828	0.006831976508
1829	0.006831476013
1830	0.006831084278
1831	0.006830851647
1832	0.006830450407
1833	0.00683006935
1834	0.006829705095
1835	0.006829354161
1836	0.006829011118
1837	0.006828616711
1838	0.006828261038
1839	0.006827928186
1840	0.006827602251
1841	0.006827300137
1842	0.006826996378
1843	0.006826585278
1844	0.006826347029
1845	0.006825960517
1846	0.006825498605
1847	0.006825178806
1848	0.006824745554
1849	0.006824479376
1850	0.006823988856
1851	0.006823530905
1852	0.006823186795
1853	0.006822765215
1854	0.006822296269
1855	0.006821842546
1856	0.006821591294
1857	0.006821147748
1858	0.006820923187
1859	0.006820539555
1860	0.006820311787
1861	0.006819872028
1862	0.006819631082
1863	0.006819208038
1864	0.006818993923
1865	0.006818718126
1866	0.006818298388
1867	0.006817865146
1868	0.00681748608
1869	0.00681710055
1870	0.006816598701
1871	0.006816280785
1872	0.006815954439
1873	0.006815598854
1874	0.006815210918
1875	0.006814811763
1876	0.006814439332
1877	0.006814191875
1878	0.006813904459
1879	0.006813443461
1880	0.006813117236
1881	0.00681270674
1882	0.006812461902
1883	0.00681203992
1884	0.00681166236
1885	0.006811283195
1886	0.00681097186
1887	0.006810608852
1888	0.006810207291
1889	0.006809956468
1890	0.006809603436
1891	0.006809207528
1892	0.006808812861
1893	0.006808387524
1894	0.006808046376
1895	0.006807613537
1896	0.006807262735
1897	0.006806917256
1898	0.006806765494
1899	0.006806366605
1900	0.006806058086
1901	0.006805834299
1902	0.006805446065
1903	0.006805041463
1904	0.006804748018
1905	0.006804408824
1906	0.006804039245
1907	0.006803759435
1908	0.006803524859
1909	0.006803125309
1910	0.006802723793
1911	0.006802529428
1912	0.006802193288
1913	0.006801904354
1914	0.00680150186
1915	0.0068010634
1916	0.006800708351
1917	0.006800204482
1918	0.006799799204
1919	0.006799407031
1920	0.006799009126
1921	0.006798635053
1922	0.006798303886
1923	0.006798100522
1924	0.006797822495
1925	0.006797376306
1926	0.006797146869
1927	0.00679693998
1928	0.006796490846
1929	0.006796104067
1930	0.00679575378
1931	0.00679539983
1932	0.006795007974
1933	0.006794691015
1934	0.006794375991
1935	0.006794068997
1936	0.006793816045
1937	0.006793408357
1938	0.006793108931
1939	0.006792899376
1940	0.006792484432
1941	0.006792218233
1942	0.006791957319
1943	0.006791627446
1944	0.006791288968
1945	0.006790966097
1946	0.006790628968
1947	0.006790385136
1948	0.006789951447
1949	0.006789662386
1950	0.006789311342
1951	0.006788879345
1952	0.006788603045
1953	0.00678835145
1954	0.006787826054
1955	0.006787434271
1956	0.006787117662
1957	0.006786762376
1958	0.006786475368
1959	0.00678616422
1960	0.00678586389
1961	0.006785553773
1962	0.006785301981
1963	0.006784945341
1964	0.006784597357
1965	0.006784269297
1966	0.006783871326
1967	0.006783535397
1968	0.006783242066
1969	0.006782847621
1970	0.006782598729
1971	0.006782231478
1972	0.006781890631
1973	0.00678149779
1974	0.006781129911
1975	0.006780718155
1976	0.006780518266
1977	0.006780307009
1978	0.006779841639
1979	0.006779582665
1980	0.006779147356
1981	0.006778892013
1982	0.006778499743
1983	0.006778205594
1984	0.006777917989
1985	0.00677756787
1986	0.006777344714
1987	0.006777193123
1988	0.006776730376
1989	0.006776429937
1990	0.00677614399
1991	0.006775783677
1992	0.006775500455
1993	0.006775216841
1994	0.006774888615
1995	0.006774501282
1996	0.006774208019
1997	0.006773939759
1998	0.00677365986
1999	0.006773257467
2000	0.006773019325
2001	0.006772704324
2002	0.006772281194
2003	0.006772055765
2004	0.006771718979
2005	0.00677142151
2006	0.006771189797
2007	0.006770864011
2008	0.006770509059
2009	0.00677010007
2010	0.006769697927
2011	0.006769315843
2012	0.006768988495
2013	0.006768488229
2014	0.006768220744
2015	0.006767688773
2016	0.006767374041
2017	0.00676705957
2018	0.006766860099
2019	0.006766337131
2020	0.006766008989
2021	0.006765660911
2022	0.00676547846
2023	0.006765120574
2024	0.006764827272
2025	0.006764588168
2026	0.006764298459
2027	0.006764032625
2028	0.006763736285
2029	0.006763306597
2030	0.006763073975
2031	0.006762754682
2032	0.006762431144
2033	0.006762139396
2034	0.006761748202
2035	0.006761433824
2036	0.006761007121
2037	0.00676072273
2038	0.006760506208
2039	0.006760331307
2040	0.006759893427
2041	0.00675950026
2042	0.006759179024
2043	0.006758968368
2044	0.006758596549
2045	0.006758431927
2046	0.006758132739
2047	0.006757816504
2048	0.006757511992
2049	0.006757286126
2050	0.006756963855
2051	0.006756815764
2052	0.006756491844
2053	0.006756068268
2054	0.006755771845
2055	0.006755447226
2056	0.006755146376
2057	0.006754908554
2058	0.006754607308
2059	0.006754285254
2060	0.006753997275
2061	0.006753729638
2062	0.006753547652
2063	0.006753153794
2064	0.006752864116
2065	0.006752590691
2066	0.006752349308
2067	0.006751989577
2068	0.00675164858
2069	0.006751336024
2070	0.006750939601
2071	0.006750571304
2072	0.00675020153
2073	0.006749867029
2074	0.006749620689
2075	0.00674931106
2076	0.006749031857
2077	0.006748731072
2078	0.006748247529
2079	0.006747932483
2080	0.006747696186
2081	0.006747565802
2082	0.006747188598
2083	0.006746835243
2084	0.006746561073
2085	0.006746282989
2086	0.006745936026
2087	0.006745782345
2088	0.006745634496
2089	0.006745470043
2090	0.006745200684
2091	0.006745026581
2092	0.006744714365
2093	0.006744319738
2094	0.006743961214
2095	0.006743601626
2096	0.006743199932
2097	0.006742836055
2098	0.006742601132
2099	0.006742191033
2100	0.006741916364
2101	0.006741518359
2102	0.006741291736
2103	0.006740946434
2104	0.006740664381
2105	0.006740304357
2106	0.006740093447
2107	0.00673970118
2108	0.006739348646
2109	0.006739040001
2110	0.006738736623
2111	0.006738367069
2112	0.006738161649
2113	0.006737986384
2114	0.00673768946
2115	0.006737416295
2116	0.006737001182
2117	0.00673656913
2118	0.006736262397
2119	0.006735786293
2120	0.006735543491
2121	0.006735272935
2122	0.006734835324
2123	0.006734450826
2124	0.006734156314
2125	0.006733904552
2126	0.00673349401
2127	0.006733303141
2128	0.006733111201
2129	0.006732729199
2130	0.006732395214
2131	0.006731945642
2132	0.006731720793
2133	0.006731357338
2134	0.006731143513
2135	0.006730884175
2136	0.006730683175
2137	0.006730297878
2138	0.006730021944
2139	0.006729737285
2140	0.006729258728
2141	0.006728992612
2142	0.006728690567
2143	0.006728495046
2144	0.006728232583
2145	0.006727902349
2146	0.006727599719
2147	0.006727275463
2148	0.006726978226
2149	0.006726615779
2150	0.00672633371
2151	0.00672602037
2152	0.006725664643
2153	0.006725289668
2154	0.006724987184
2155	0.006724758049
2156	0.006724602856
2157	0.006724319257
2158	0.006723951352
2159	0.006723713572
2160	0.00672349752
2161	0.0067232371
2162	0.006723032838
2163	0.006722765089
2164	0.006722472611
2165	0.006722078125
2166	0.006721711499
2167	0.006721420997
2168	0.006721107282
2169	0.006720838028
2170	0.006720454335
2171	0.006720083372
2172	0.006719591268
2173	0.006719232775
2174	0.006718954828
2175	0.006718805476
2176	0.00671847288
2177	0.006718241096
2178	0.006718017475
2179	0.006717695767
2180	0.00671745046
2181	0.006717066892
2182	0.006716609237
2183	0.00671625124
2184	0.006716079671
2185	0.006715755858
2186	0.006715499969
2187	0.00671520866
2188	0.006714939068
2189	0.006714568855
2190	0.006714256042
2191	0.006713925795
2192	0.006713588632
2193	0.006713136026
2194	0.006712850125
2195	0.006712559581
2196	0.006712306504
2197	0.006712127173
2198	0.006711976922
2199	0.006711766764
2200	0.006711434251
2201	0.006711121315
2202	0.006710865812
2203	0.006710672949
2204	0.006710345321
2205	0.006709969748
2206	0.006709808292
2207	0.006709627984
2208	0.006709225496
2209	0.00670901312
2210	0.006708747436
2211	0.006708291056
2212	0.006707993139
2213	0.006707656406
2214	0.006707384078
2215	0.006707040846
2216	0.006706821344
2217	0.006706362266
2218	0.00670613254
2219	0.00670582146
2220	0.006705502791
2221	0.006705296185
2222	0.006705093269
2223	0.006704750104
2224	0.006704418577
2225	0.006704135896
2226	0.00670377811
2227	0.006703551733
2228	0.006703375774
2229	0.006703028514
2230	0.006702742186
2231	0.00670252013
2232	0.006702212821
2233	0.006701862328
2234	0.006701646414
2235	0.006701387205
2236	0.006701138152
2237	0.006700845305
2238	0.006700447786
2239	0.00670017928
2240	0.006699998134
2241	0.006699594214
2242	0.006699404029
2243	0.006699102686
2244	0.00669890686
2245	0.006698642747
2246	0.006698310826
2247	0.006697937897
2248	0.006697675968
2249	0.006697391703
2250	0.006697096377
2251	0.006696753485
2252	0.006696394842
2253	0.006696030736
2254	0.006695642521
2255	0.00669533062
2256	0.006695175821
2257	0.006694861301
2258	0.00669453955
2259	0.006694292734
2260	0.006694160175
2261	0.006693847525
2262	0.00669356711
2263	0.006693227412
2264	0.006692935832
2265	0.006692726548
2266	0.006692423087
2267	0.00669217487
2268	0.006692066116
2269	0.006691777696
2270	0.006691522203
2271	0.006691305626
2272	0.00669105389
2273	0.006690828444
2274	0.006690582039
2275	0.006690300195
2276	0.0066899386
2277	0.006689637128
2278	0.006689372398
2279	0.006689164684
2280	0.006689011461
2281	0.006688614058
2282	0.00668832624
2283	0.0066881689
2284	0.006687868529
2285	0.006687709541
2286	0.006687201603
2287	0.006686899053
2288	0.006686524766
2289	0.006686272369
2290	0.006686036735
2291	0.006685841445
2292	0.006685466452
2293	0.006685016447
2294	0.006684748511
2295	0.006684440351
2296	0.006684115052
2297	0.006683874604
2298	0.006683461777
2299	0.006683104593
2300	0.006682866736
2301	0.00668248443
2302	0.006682289239
2303	0.006682020168
2304	0.006681783033
2305	0.006681655419
2306	0.006681443924
2307	0.006681116112
2308	0.006681026135
2309	0.006680802881
2310	0.00668055501
2311	0.006680286324
2312	0.006680129771
2313	0.00667978069
2314	0.006679543803
2315	0.006679306213
2316	0.006679018565
2317	0.006678816092
2318	0.006678558321
2319	0.006678317043
2320	0.006677960171
2321	0.006677830547
2322	0.00667754853
2323	0.00667734951
2324	0.006677061092
2325	0.00667680195
2326	0.006676604191
2327	0.006676355236
2328	0.006676134061
2329	0.006675844321
2330	0.00667550225
2331	0.006675101224
2332	0.006674862693
2333	0.006674570021
2334	0.006674347495
2335	0.00667404551
2336	0.006673719059
2337	0.006673576035
2338	0.006673421381
2339	0.006673121848
2340	0.006672782612
2341	0.006672480553
2342	0.006672135111
2343	0.006671897545
2344	0.006671653097
2345	0.006671227132
2346	0.006670921679
2347	0.00667058122
2348	0.006670408723
2349	0.006670109684
2350	0.006669910305
2351	0.006669501594
2352	0.006669270119
2353	0.006669133761
2354	0.006668898867
2355	0.006668628637
2356	0.006668433809
2357	0.006668194363
2358	0.006667985057
2359	0.006667725029
2360	0.006667564542
2361	0.006667334987
2362	0.006666962039
2363	0.006666664923
2364	0.006666304286
2365	0.006666006088
2366	0.006665855652
2367	0.006665576193
2368	0.006665348392
2369	0.006665081456
2370	0.006664768601
2371	0.006664527666
2372	0.006664326559
2373	0.006664010193
2374	0.006663861681
2375	0.00666370482
2376	0.006663308848
2377	0.006662949803
2378	0.006662661921
2379	0.00666242691
2380	0.006662228718
2381	0.006661990154
2382	0.006661726103
2383	0.006661320277
2384	0.006661038176
2385	0.006660820102
2386	0.006660555988
2387	0.006660293726
2388	0.006659910405
2389	0.006659652433
2390	0.006659292788
2391	0.006659030713
2392	0.006658777345
2393	0.00665840518
2394	0.006658191869
2395	0.006657986663
2396	0.006657583562
2397	0.006657372933
2398	0.006657120743
2399	0.006656687992
2400	0.006656458025
2401	0.006656202981
2402	0.006655861772
2403	0.006655598325
2404	0.006655308354
2405	0.006654873296
2406	0.006654696321
2407	0.006654361209
2408	0.006654076254
2409	0.006653818187
2410	0.006653581086
2411	0.006653313676
2412	0.006652990899
2413	0.006652749929
2414	0.006652350416
2415	0.006652092977
2416	0.006651869766
2417	0.006651650614
2418	0.006651262904
2419	0.006650884458
2420	0.006650648144
2421	0.006650337777
2422	0.00665007588
2423	0.006649926985
2424	0.006649685238
2425	0.006649410239
2426	0.006649281475
2427	0.006649129397
2428	0.006648928918
2429	0.006648597053
2430	0.006648299407
2431	0.006647959819
2432	0.006647650106
2433	0.006647438909
2434	0.006647113066
2435	0.006646858778
2436	0.006646650922
2437	0.006646346299
2438	0.006645984693
2439	0.006645644614
2440	0.006645261755
2441	0.006645031657
2442	0.006644722741
2443	0.006644534227
2444	0.006644274464
2445	0.006644043406
2446	0.006643773671
2447	0.006643476548
2448	0.006643158986
2449	0.006642990564
2450	0.006642739539
2451	0.00664249574
2452	0.006642280755
2453	0.006641958906
2454	0.006641600264
2455	0.00664132535
2456	0.006641125148
2457	0.00664071253
2458	0.006640574751
2459	0.006640361188
2460	0.006640119345
2461	0.006639712781
2462	0.006639439383
2463	0.006639100822
2464	0.006638861988
2465	0.00663865212
2466	0.006638424834
2467	0.006638296484
2468	0.006637955458
2469	0.006637680495
2470	0.006637533782
2471	0.006637259869
2472	0.006636918741
2473	0.006636533006
2474	0.006636250679
2475	0.006636028293
2476	0.006635726338
2477	0.006635419773
2478	0.006635217257
2479	0.006634889172
2480	0.006634732695
2481	0.006634580001
2482	0.006634341963
2483	0.006633988066
2484	0.00663381822
2485	0.006633522047
2486	0.006633262919
2487	0.006632959049
2488	0.006632621346
2489	0.006632493319
2490	0.006632302077
2491	0.006632097869
2492	0.006631720907
2493	0.006631575437
2494	0.006631374065
2495	0.006631091877
2496	0.006630872152
2497	0.006630658539
2498	0.006630324845
2499	0.006630112268
2500	0.006629923084
2501	0.006629713933
2502	0.006629384099
2503	0.006629240457
2504	0.006629056159
2505	0.006628808243
2506	0.006628406379
2507	0.006628130173
2508	0.006627912661
2509	0.006627686034
2510	0.006627508253
2511	0.006627127075
2512	0.006626952535
2513	0.006626637643
2514	0.006626300434
2515	0.006625956333
2516	0.006625655683
2517	0.006625423052
2518	0.006625261793
2519	0.00662505003
2520	0.006624739125
2521	0.006624494566
2522	0.006624263995
2523	0.006624001939
2524	0.006623755517
2525	0.006623546783
2526	0.006623254864
2527	0.006622882846
2528	0.006622504156
2529	0.006622196663
2530	0.006621884279
2531	0.00662165818
2532	0.006621342407
2533	0.006621139151
2534	0.006620849132
2535	0.006620521181
2536	0.006620423091
2537	0.006620149416
2538	0.006619941275
2539	0.006619593591
2540	0.006619325661
2541	0.006619114104
2542	0.006618704861
2543	0.006618430416
2544	0.00661822426
2545	0.006618012114
2546	0.006617784996
2547	0.006617530365
2548	0.006617265121
2549	0.006616987749
2550	0.00661655191
2551	0.00661622702
2552	0.006616075232
2553	0.006615831316
2554	0.006615620993
2555	0.006615325177
2556	0.006614999993
2557	0.006614653118
2558	0.006614449602
2559	0.006614264489
2560	0.006614000897
2561	0.006613800281
2562	0.006613597344
2563	0.006613245846
2564	0.006613028192
2565	0.006612878982
2566	0.006612598088
2567	0.006612344883
2568	0.006612042712
2569	0.006611811071
2570	0.006611512257
2571	0.00661126371
2572	0.006611002747
2573	0.006610730402
2574	0.00661055276
2575	0.006610380852
2576	0.006610209559
2577	0.006610029683
2578	0.006609749375
2579	0.006609526853
2580	0.006609238286
2581	0.006608857156
2582	0.006608592109
2583	0.006608390736
2584	0.006608146882
2585	0.006607816648
2586	0.006607605922
2587	0.006607341673
2588	0.006606999852
2589	0.00660687637
2590	0.006606659494
2591	0.006606439903
2592	0.006606205533
2593	0.006605776873
2594	0.006605331068
2595	0.006605102896
2596	0.006604811877
2597	0.00660448735
2598	0.006604184105
2599	0.00660384883
2600	0.006603610542
2601	0.006603310247
2602	0.006603064586
2603	0.006602839806
2604	0.006602697128
2605	0.006602521981
2606	0.006602224333
2607	0.006601985383
2608	0.006601750306
2609	0.006601519806
2610	0.00660113337
2611	0.006600899948
2612	0.006600723878
2613	0.006600417957
2614	0.006600217414
2615	0.006599925589
2616	0.006599648195
2617	0.006599456458
2618	0.00659923538
2619	0.006598912299
2620	0.00659860305
2621	0.006598402776
2622	0.006598165124
2623	0.006597843955
2624	0.006597682122
2625	0.006597330688
2626	0.006597043942
2627	0.006596803777
2628	0.006596683002
2629	0.006596381684
2630	0.006596129049
2631	0.006595926173
2632	0.006595688713
2633	0.006595524658
2634	0.006595300488
2635	0.006595131924
2636	0.006595009581
2637	0.006594846867
2638	0.006594612696
2639	0.006594318988
2640	0.006594085175
2641	0.00659387552
2642	0.006593696138
2643	0.006593452913
2644	0.00659313799
2645	0.006592927331
2646	0.006592475888
2647	0.006592273714
2648	0.006591885469
2649	0.006591695165
2650	0.006591292729
2651	0.006591057225
2652	0.0065906832
2653	0.006590488904
2654	0.006590256564
2655	0.006589925384
2656	0.006589758597
2657	0.0065894046
2658	0.006589195845
2659	0.006588855465
2660	0.006588677478
2661	0.006588255394
2662	0.00658789055
2663	0.006587604598
2664	0.006587401873
2665	0.006587036339
2666	0.006586776618
2667	0.006586535262
2668	0.006586339771
2669	0.0065858558
2670	0.006585612341
2671	0.006585257918
2672	0.006585058614
2673	0.006584885461
2674	0.006584665247
2675	0.006584301446
2676	0.006584094524
2677	0.006583729727
2678	0.006583459366
2679	0.006583310042
2680	0.006583073799
2681	0.006582703927
2682	0.006582515124
2683	0.006582145757
2684	0.006581831094
2685	0.006581643777
2686	0.006581310808
2687	0.006581091934
2688	0.00658083685
2689	0.006580688848
2690	0.006580326481
2691	0.006580025257
2692	0.006579806976
2693	0.006579554768
2694	0.006579397233
2695	0.00657907842
2696	0.006579004426
2697	0.006578848375
2698	0.006578702565
2699	0.006578313604
2700	0.006577977542
2701	0.00657768913
2702	0.006577369618
2703	0.00657707161
2704	0.006576927475
2705	0.006576588363
2706	0.006576234643
2707	0.006575901936
2708	0.006575613516
2709	0.006575299928
2710	0.006574962493
2711	0.006574831985
2712	0.00657471522
2713	0.006574463572
2714	0.006574274834
2715	0.006574085038
2716	0.006573777877
2717	0.006573441733
2718	0.006573140837
2719	0.006572856219
2720	0.006572492426
2721	0.006572352915
2722	0.006572029295
2723	0.006571760108
2724	0.006571578993
2725	0.006571327268
2726	0.006571001681
2727	0.0065708391
2728	0.006570647408
2729	0.006570430674
2730	0.006569987426
2731	0.006569850185
2732	0.006569602672
2733	0.006569426778
2734	0.006569238142
2735	0.006568894844
2736	0.006568782339
2737	0.006568596792
2738	0.006568205077
2739	0.006567942915
2740	0.006567757002
2741	0.006567590267
2742	0.006567242076
2743	0.006566968238
2744	0.006566844851
2745	0.006566471418
2746	0.006566120651
2747	0.006565794122
2748	0.006565443388
2749	0.00656530657
2750	0.006565019316
2751	0.006564663667
2752	0.006564344133
2753	0.006564208843
2754	0.006563983849
2755	0.006563684494
2756	0.006563319064
2757	0.006563008908
2758	0.006562769483
2759	0.006562608233
2760	0.006562352955
2761	0.006562181881
2762	0.006562045934
2763	0.006561856883
2764	0.006561653314
2765	0.006561375482
2766	0.006561186179
2767	0.006560955411
2768	0.006560601331
2769	0.006560467913
2770	0.006560160973
2771	0.006559813547
2772	0.006559644416
2773	0.006559415514
2774	0.006559139147
2775	0.006558839346
2776	0.006558515216
2777	0.006558355349
2778	0.006558069305
2779	0.006557830521
2780	0.006557658613
2781	0.006557518341
2782	0.0065573223
2783	0.006557144842
2784	0.00655685427
2785	0.006556578916
2786	0.006556208971
2787	0.006555984051
2788	0.006555819985
2789	0.006555528834
2790	0.006555252881
2791	0.006555072498
2792	0.006554771685
2793	0.006554438704
2794	0.006554147239
2795	0.006553746933
2796	0.006553584341
2797	0.00655330811
2798	0.006553155182
2799	0.006552898296
2800	0.006552596426
2801	0.006552241682
2802	0.006551922594
2803	0.006551655038
2804	0.006551479074
2805	0.006551238849
2806	0.006551035531
2807	0.006550807468
2808	0.006550697229
2809	0.006550332265
2810	0.00655000402
2811	0.00654964593
2812	0.00654932281
2813	0.006549115455
2814	0.006548945402
2815	0.006548647896
2816	0.00654823738
2817	0.00654802629
2818	0.006547712891
2819	0.0065474318
2820	0.006547078883
2821	0.006546833395
2822	0.006546592119
2823	0.006546256478
2824	0.006545845209
2825	0.006545661167
2826	0.006545416553
2827	0.006545108108
2828	0.006544929917
2829	0.006544569268
2830	0.006544331192
2831	0.006544042869
2832	0.00654376564
2833	0.006543545796
2834	0.006543280766
2835	0.006542945409
2836	0.006542755944
2837	0.006542385652
2838	0.006542037225
2839	0.006541877753
2840	0.00654171846
2841	0.006541440776
2842	0.006541053779
2843	0.006540680544
2844	0.006540419641
2845	0.006540267736
2846	0.006540063718
2847	0.006539888772
2848	0.006539731229
2849	0.006539555658
2850	0.006539283424
2851	0.006538889959
2852	0.006538619098
2853	0.006538367572
2854	0.006538117814
2855	0.006537836255
2856	0.006537585658
2857	0.006537237905
2858	0.006536915178
2859	0.006536611557
2860	0.006536302356
2861	0.006536072708
2862	0.006535724725
2863	0.006535445665
2864	0.006535297648
2865	0.006535064744
2866	0.006534770948
2867	0.006534577353
2868	0.006534432458
2869	0.006534185419
2870	0.006533966629
2871	0.00653358479
2872	0.006533256621
2873	0.006532888686
2874	0.006532562031
2875	0.006532267918
2876	0.006531981512
2877	0.00653177549
2878	0.006531669115
2879	0.00653146779
2880	0.006531379865
2881	0.00653109323
2882	0.00653082207
2883	0.006530420121
2884	0.006529968348
2885	0.006529629228
2886	0.006529447387
2887	0.006529199156
2888	0.00652901403
2889	0.006528754615
2890	0.006528436469
2891	0.00652808536
2892	0.006527787883
2893	0.006527434733
2894	0.006527049848
2895	0.006526803037
2896	0.006526450901
2897	0.006526067733
2898	0.006525928712
