iter	RMSE
274	0.06419386457
275	0.06389864294
276	0.06360903898
277	0.06331875224
278	0.06303194752
279	0.0627453794
280	0.06245802995
281	0.06217437502
282	0.06188978233
283	0.06160631397
284	0.06132410558
285	0.06104486103
286	0.06076617229
287	0.0604893402
288	0.0602144408
289	0.05993995071
290	0.05966790518
291	0.05939623745
292	0.05912493626
293	0.05885636621
294	0.05859072519
295	0.05832454752
296	0.05805817746
297	0.05779686546
298	0.05753412069
299	0.05727157459
300	0.05701062527
301	0.05675250444
302	0.056497453
303	0.05624413085
304	0.05598906495
305	0.05573448607
306	0.05548143404
307	0.05523025285
308	0.05498029381
309	0.05473290182
310	0.0544883351
311	0.05424244659
312	0.05399804855
313	0.05375572883
314	0.05351298278
315	0.05327354622
316	0.05303343484
317	0.05279515333
318	0.05255713345
319	0.05232289809
320	0.05208710781
321	0.05185384909
322	0.05161889606
323	0.05138615453
324	0.05115702418
325	0.05092691995
326	0.05070168032
327	0.05047537568
328	0.05024927614
329	0.05002533218
330	0.04980161893
331	0.04957917388
332	0.04936061639
333	0.04913796071
334	0.04891902075
335	0.04870171117
336	0.04848486456
337	0.04826863107
338	0.0480535781
339	0.04783890439
340	0.04762614507
341	0.04741549223
342	0.04720296012
343	0.04699173906
344	0.04678268371
345	0.04657585295
346	0.04636985947
347	0.04616420677
348	0.0459594624
349	0.0457552267
350	0.0455517904
351	0.04534774645
352	0.04514763265
353	0.04494698951
354	0.04474850208
355	0.0445505321
356	0.04435397029
357	0.04415917849
358	0.04396474385
359	0.04377121359
360	0.0435786994
361	0.04338659143
362	0.04319827493
363	0.04300616545
364	0.04281754789
365	0.04262939519
366	0.04244216546
367	0.04225522558
368	0.04207032426
369	0.04188609097
370	0.04170253146
371	0.04152048202
372	0.04133949029
373	0.04115859115
374	0.04097805332
375	0.04079957521
376	0.0406214439
377	0.04044421361
378	0.04026737306
379	0.04009142558
380	0.03991532657
381	0.03974189321
382	0.03956895794
383	0.03939677158
384	0.03922550855
385	0.03905540421
386	0.03888590865
387	0.03871741693
388	0.03854922669
389	0.03838203436
390	0.03821669169
391	0.03805078134
392	0.03788580937
393	0.03772246995
394	0.03756083756
395	0.03739774579
396	0.03723590701
397	0.03707550912
398	0.03691545148
399	0.03675774138
400	0.03659940189
401	0.0364426405
402	0.03628562675
403	0.03612912704
404	0.03597428636
405	0.03581979599
406	0.03566604431
407	0.03551337879
408	0.03536238365
409	0.03521016971
410	0.03505993777
411	0.03491259976
412	0.03476464763
413	0.03461760228
414	0.03447035085
415	0.03432372939
416	0.03417697312
417	0.03403155753
418	0.03388687898
419	0.0337425313
420	0.03359869293
421	0.03345699775
422	0.033316909
423	0.03317624091
424	0.0330354988
425	0.032895147
426	0.03275556435
427	0.03261978164
428	0.03248209163
429	0.03234438689
430	0.0322084641
431	0.03207328345
432	0.03193830393
433	0.03180486325
434	0.03167312757
435	0.03154068365
436	0.03140828109
437	0.03127646402
438	0.03114752856
439	0.03101851773
440	0.03088914086
441	0.03075927387
442	0.03063085498
443	0.03050265724
444	0.03037458551
445	0.03024770084
446	0.03012228145
447	0.02999716603
448	0.02987331055
449	0.02975101316
450	0.02962816448
451	0.02950571493
452	0.02938346979
453	0.02926139149
454	0.02914148708
455	0.02902069695
456	0.02890232945
457	0.02878300311
458	0.02866426624
459	0.02854570025
460	0.02842854268
461	0.02831201024
462	0.02819548251
463	0.02807972443
464	0.02796438695
465	0.02784955312
466	0.02773561189
467	0.02762170544
468	0.02750932397
469	0.02739789792
470	0.02728657508
471	0.02717675459
472	0.02706574483
473	0.02695663009
474	0.02684803583
475	0.02673981968
476	0.02663166511
477	0.02652366561
478	0.02641608589
479	0.02631006862
480	0.02620425567
481	0.0260987038
482	0.02599315935
483	0.02588945686
484	0.02578542444
485	0.02568160748
486	0.02557909062
487	0.02547808179
488	0.02537761612
489	0.02527705272
490	0.02517722331
491	0.0250775566
492	0.02497744541
493	0.02487937968
494	0.02478038722
495	0.02468225563
496	0.02458386335
497	0.02448766155
498	0.0243910232
499	0.02429497533
500	0.02419977531
501	0.02410480335
502	0.02400920653
503	0.02391426641
504	0.0238196703
505	0.02372583145
506	0.02363376827
507	0.02354047284
508	0.02344799142
509	0.02335614199
510	0.02326512782
511	0.02317470596
512	0.02308505205
513	0.02299474547
514	0.02290630038
515	0.02281714861
516	0.02272917933
517	0.02264140445
518	0.0225541173
519	0.02246639861
520	0.02237990037
521	0.02229330133
522	0.02220701353
523	0.02212218221
524	0.02203760606
525	0.02195353409
526	0.02187005685
527	0.02178643754
528	0.02170419807
529	0.0216218876
530	0.02154071881
531	0.02145948041
532	0.02137808011
533	0.02129675018
534	0.02121660771
535	0.02113657642
536	0.02105724413
537	0.0209772151
538	0.0208991559
539	0.02082048298
540	0.02074304781
541	0.0206652159
542	0.02058853007
543	0.02051205012
544	0.02043591718
545	0.02036103275
546	0.02028646347
547	0.02021055383
548	0.02013712359
549	0.02006182647
550	0.01998769024
551	0.01991455498
552	0.01984196408
553	0.01976866334
554	0.01969653077
555	0.01962447619
556	0.01955326328
557	0.01948290765
558	0.01941203895
559	0.01934205825
560	0.01927172235
561	0.0192017601
562	0.01913293993
563	0.01906404629
564	0.01899691439
565	0.01892783756
566	0.01886002967
567	0.01879158954
568	0.01872370498
569	0.01865658298
570	0.01859071134
571	0.01852409789
572	0.01845809434
573	0.01839334251
574	0.01832816071
575	0.01826338119
576	0.01819826647
577	0.0181343564
578	0.01806980781
579	0.01800703511
580	0.01794327365
581	0.01788089176
582	0.01781782142
583	0.01775577372
584	0.01769496593
585	0.0176331321
586	0.01757241802
587	0.01751213447
588	0.01745110781
589	0.01739164338
590	0.01733198723
591	0.01727228935
592	0.01721338626
593	0.01715498206
594	0.01709578865
595	0.01703690197
596	0.01697891222
597	0.01692216043
598	0.0168649559
599	0.01680740142
600	0.01675014322
601	0.01669500137
602	0.01663997694
603	0.0165833268
604	0.01652744971
605	0.0164724712
606	0.0164168857
607	0.01636212241
608	0.01630768531
609	0.01625386253
610	0.01619990489
611	0.01614610843
612	0.01609259708
613	0.01603969044
614	0.01598807239
615	0.01593525537
616	0.01588297322
617	0.01583088152
618	0.01578013874
619	0.01572875866
620	0.01567778124
621	0.01562755237
622	0.01557717424
623	0.01552733667
624	0.01547748912
625	0.01542799729
626	0.01537938136
627	0.0153305816
628	0.01528228909
629	0.01523444889
630	0.01518609206
631	0.01513783204
632	0.01509100093
633	0.01504356976
634	0.01499626019
635	0.01494940892
636	0.01490347232
637	0.01485654575
638	0.01481076802
639	0.01476553656
640	0.0147202874
641	0.01467504004
642	0.0146297447
643	0.01458546752
644	0.0145408931
645	0.01449673171
646	0.014453428
647	0.01440918914
648	0.01436545173
649	0.0143224871
650	0.0142789028
651	0.01423573224
652	0.01419283474
653	0.01415106176
654	0.01410902399
655	0.01406795852
656	0.01402610316
657	0.01398473776
658	0.01394366154
659	0.01390308443
660	0.01386236617
661	0.01382206042
662	0.01378186399
663	0.01374224983
664	0.01370267566
665	0.01366310406
666	0.01362424235
667	0.01358525548
668	0.01354699696
669	0.01350910739
670	0.01347050392
671	0.01343360784
672	0.01339550815
673	0.01335737841
674	0.0133199658
675	0.01328254528
676	0.01324532856
677	0.01320842614
678	0.01317174124
679	0.01313501524
680	0.01309857446
681	0.01306348141
682	0.01302793138
683	0.01299260507
684	0.01295776988
685	0.0129228334
686	0.01288758892
687	0.0128530555
688	0.01281868396
689	0.01278449537
690	0.01275130739
691	0.01271754049
692	0.01268335785
693	0.01264955624
694	0.01261575383
695	0.01258279057
696	0.01254920033
697	0.01251666838
698	0.01248365087
699	0.01245097712
700	0.01241896182
701	0.01238656835
702	0.01235445813
703	0.0123231127
704	0.01229121487
705	0.01226019498
706	0.0122283485
707	0.01219738954
708	0.01216659507
709	0.01213632319
710	0.01210601306
711	0.01207538502
712	0.01204458213
713	0.01201403513
714	0.01198448647
715	0.0119553483
716	0.01192599518
717	0.01189613488
718	0.01186727526
719	0.01183813539
720	0.0118099802
721	0.01178135794
722	0.01175322999
723	0.01172498229
724	0.01169623759
725	0.0116682744
726	0.01163992517
727	0.01161277961
728	0.01158509356
729	0.01155870619
730	0.01153199076
731	0.01150477532
732	0.01147775997
733	0.01145115702
734	0.01142413143
735	0.01139737484
736	0.0113709912
737	0.01134461058
738	0.01131830271
739	0.01129228409
740	0.01126678443
741	0.01124129861
742	0.01121592558
743	0.01119084733
744	0.01116609444
745	0.01114095148
746	0.01111609243
747	0.01109179028
748	0.01106687094
749	0.01104260065
750	0.01101835101
751	0.01099405567
752	0.01097049304
753	0.0109462692
754	0.0109225186
755	0.01089865482
756	0.01087559935
757	0.01085256324
758	0.0108295185
759	0.01080650634
760	0.01078373481
761	0.01076138569
762	0.01073936113
763	0.01071669955
764	0.01069430724
765	0.0106720894
766	0.01064978069
767	0.01062807812
768	0.01060697264
769	0.0105853307
770	0.01056390546
771	0.01054284546
772	0.01052208387
773	0.01050156276
774	0.01048090799
775	0.01045992415
776	0.01043956094
777	0.01041903258
778	0.01039898821
779	0.01037892911
780	0.0103583804
781	0.01033820876
782	0.01031843556
783	0.01029866368
784	0.01027909859
785	0.01025944764
786	0.0102399313
787	0.0102205138
788	0.01020156078
789	0.01018272509
790	0.01016391931
791	0.01014502204
792	0.01012650747
793	0.01010759803
794	0.01008918471
795	0.01007072152
796	0.01005227823
797	0.01003386183
798	0.01001547762
799	0.009997733854
800	0.009980257662
801	0.009962496338
802	0.009944874381
803	0.009927339807
804	0.009910418284
805	0.00989348855
806	0.009875988046
807	0.009858879953
808	0.009841936253
809	0.009824919823
810	0.009808249099
811	0.009792247553
812	0.009775929337
813	0.009759489051
814	0.009742951962
815	0.009726765316
816	0.009710305322
817	0.009694102865
818	0.009678658127
819	0.009662816014
820	0.009646907351
821	0.009631152138
822	0.009615580151
823	0.009599967517
824	0.009584368074
825	0.009568769527
826	0.009554213686
827	0.00953905183
828	0.00952427688
829	0.009509680896
830	0.009494773734
831	0.00948032098
832	0.009465511712
833	0.009450791858
834	0.009436187685
835	0.009421361274
836	0.009406586649
837	0.009392340354
838	0.009378043327
839	0.00936384164
840	0.009349723884
841	0.009335769066
842	0.009321647709
843	0.009307644117
844	0.009293836802
845	0.009279945696
846	0.009266257601
847	0.009252511718
848	0.00923921747
849	0.009225728716
850	0.009212156595
851	0.009199119832
852	0.009186340684
853	0.009173237572
854	0.009160254343
855	0.009147660086
856	0.009134828216
857	0.009122481265
858	0.009110335145
859	0.009098083249
860	0.009085581159
861	0.009073171063
862	0.00906084785
863	0.009048381694
864	0.009036225598
865	0.009024333597
866	0.009012403516
867	0.009000782345
868	0.008989061692
869	0.008976845693
870	0.00896542446
871	0.008953906267
872	0.008942493466
873	0.008931397925
874	0.008919918094
875	0.008908699981
876	0.008897313197
877	0.008885945609
878	0.008874764683
879	0.0088637674
880	0.00885266895
881	0.008841633959
882	0.008831136214
883	0.008820491737
884	0.008809522441
885	0.008799040999
886	0.008788517572
887	0.008777945552
888	0.008767506167
889	0.008757130382
890	0.008746654898
891	0.008736538077
892	0.008726311429
893	0.008715973474
894	0.008706039322
895	0.008695996467
896	0.008686134857
897	0.008676492035
898	0.008666524777
899	0.008656683995
900	0.008647103549
901	0.008637579195
902	0.008627985906
903	0.008618278758
904	0.008609103263
905	0.008599628675
906	0.008590709894
907	0.00858168586
908	0.008572408631
909	0.008563321046
910	0.008554168962
911	0.008545144029
912	0.008535884069
913	0.008526964733
914	0.008518049356
915	0.008509344814
916	0.008500883243
917	0.008492289454
918	0.008483590734
919	0.008474753278
920	0.008466086835
921	0.008457434285
922	0.008448886773
923	0.00844022084
924	0.008431628165
925	0.008423337662
926	0.008415153642
927	0.008406824283
928	0.008398516412
929	0.008390572216
930	0.008382491698
931	0.008374784227
932	0.008366823562
933	0.008359039678
934	0.008351120414
935	0.008343050541
936	0.008335194155
937	0.008327539455
938	0.008319786176
939	0.008312105375
940	0.008304520884
941	0.008297059563
942	0.008289601758
943	0.008281983682
944	0.008274618057
945	0.008267301572
946	0.008259947603
947	0.008252582124
948	0.0082453583
949	0.008238219815
950	0.008231275963
951	0.008224109488
952	0.008217107166
953	0.008210043581
954	0.008203022486
955	0.008196090919
956	0.008189104204
957	0.008182180428
958	0.008175582007
959	0.008168907192
960	0.008162315251
961	0.008155763018
962	0.008149092431
963	0.008142421469
964	0.008135942846
965	0.008129671474
966	0.008123137257
967	0.008116757358
968	0.008110410015
969	0.008104108231
970	0.008097804065
971	0.008091610162
972	0.008085242699
973	0.008078956651
974	0.008072613752
975	0.008066401044
976	0.008060361017
977	0.008054389284
978	0.008048392174
979	0.008042422192
980	0.008036532977
981	0.00803072008
982	0.008024841695
983	0.008019113647
984	0.008013354648
985	0.008007552263
986	0.008001639233
987	0.007995849321
988	0.007989821307
989	0.007984055121
990	0.007978282757
991	0.007972680132
992	0.007967301331
993	0.007961849656
994	0.007956270268
995	0.007950786774
996	0.007945230602
997	0.007939805909
998	0.007934561665
999	0.007929411792
1000	0.007924030594
1001	0.007918613385
1002	0.00791339596
1003	0.007908006745
1004	0.007902535348
1005	0.007897286051
1006	0.007892006092
1007	0.007886781339
1008	0.007881830588
1009	0.007876720003
1010	0.007871877891
1011	0.007866885754
1012	0.007862035195
1013	0.007857077942
1014	0.007852076952
1015	0.007847064995
1016	0.007842469624
1017	0.007837503059
1018	0.007832790266
1019	0.007828006633
1020	0.007823279722
1021	0.007818535111
1022	0.007813993922
1023	0.007809382691
1024	0.007804736401
1025	0.00780010644
1026	0.007795712867
1027	0.007791337463
1028	0.00778701774
1029	0.007782395161
1030	0.007777816502
1031	0.007773520229
1032	0.00776904896
1033	0.007764586564
1034	0.007760428609
1035	0.007756017688
1036	0.007751707873
1037	0.007747467181
1038	0.007743233661
1039	0.007738978955
1040	0.00773478189
1041	0.00773053389
1042	0.007726386269
1043	0.007722262808
1044	0.007718027667
1045	0.007713852516
1046	0.007709626283
1047	0.007705629197
1048	0.007701656766
1049	0.007697861793
1050	0.007693970048
1051	0.007689914846
1052	0.007685999679
1053	0.007682070399
1054	0.00767812413
1055	0.007674139735
1056	0.007670323423
1057	0.007666732712
1058	0.007662862183
1059	0.007658906687
1060	0.007655160889
1061	0.007651473056
1062	0.007647689215
1063	0.007643984667
1064	0.00764041334
1065	0.007636638104
1066	0.007632997377
1067	0.007629533798
1068	0.007625899401
1069	0.007622351253
1070	0.007618925587
1071	0.007615528139
1072	0.007611925694
1073	0.007608390902
1074	0.007604776121
1075	0.007601299726
1076	0.007597665105
1077	0.007594218007
1078	0.007590878213
1079	0.00758753885
1080	0.007584280354
1081	0.007580950873
1082	0.00757764558
1083	0.007574355643
1084	0.007571019485
1085	0.00756779709
1086	0.007564652279
1087	0.007561341378
1088	0.007558168947
1089	0.007555078238
1090	0.007551995976
1091	0.007548954121
1092	0.007545899723
1093	0.007542789358
1094	0.007539764742
1095	0.007536707557
1096	0.00753355523
1097	0.007530399462
1098	0.007527347036
1099	0.007524332494
1100	0.007521286913
1101	0.007518324605
1102	0.00751536064
1103	0.007512452003
1104	0.007509342304
1105	0.007506369119
1106	0.007503623725
1107	0.007500817111
1108	0.007498033922
1109	0.007495256799
1110	0.007492530336
1111	0.00748965615
1112	0.00748684486
1113	0.00748425614
1114	0.007481585444
1115	0.007478632716
1116	0.007475794514
1117	0.00747314957
1118	0.007470397186
1119	0.007467849813
1120	0.007465165537
1121	0.007462430147
1122	0.007459670592
1123	0.007457063969
1124	0.007454284734
1125	0.007451450728
1126	0.00744881555
1127	0.007446286077
1128	0.007443639283
1129	0.007441045242
1130	0.007438544442
1131	0.007436178305
1132	0.007433566871
1133	0.007430982177
1134	0.007428599118
1135	0.007426112984
1136	0.007423473998
1137	0.007420922317
1138	0.007418328889
1139	0.007416021507
1140	0.007413555895
1141	0.007411092926
1142	0.00740885127
1143	0.007406518618
1144	0.00740418202
1145	0.007401946742
1146	0.00739958391
1147	0.007397279755
1148	0.007394952205
1149	0.007392621648
1150	0.007390332292
1151	0.007388077304
1152	0.007385648479
1153	0.007383486455
1154	0.00738125178
1155	0.007379016307
1156	0.007376696621
1157	0.007374462468
1158	0.007372308618
1159	0.007370072291
1160	0.007367739581
1161	0.00736565325
1162	0.007363304705
1163	0.007361191248
1164	0.007358987268
1165	0.007356929082
1166	0.007354773345
1167	0.00735274404
1168	0.007350600982
1169	0.007348341311
1170	0.00734628495
1171	0.007344186721
1172	0.007342139798
1173	0.007340139715
1174	0.007338053041
1175	0.00733609078
1176	0.007334144726
1177	0.007332178387
1178	0.007330042384
1179	0.00732798798
1180	0.007325848363
1181	0.007323954502
1182	0.007321964223
1183	0.007320095571
1184	0.007318181462
1185	0.007316424015
1186	0.007314591839
1187	0.00731262095
1188	0.007310648289
1189	0.007308805712
1190	0.007306990667
1191	0.007305118855
1192	0.007303033745
1193	0.007301215928
1194	0.007299349482
1195	0.007297429768
1196	0.007295657873
1197	0.007293743002
1198	0.007292063832
1199	0.007290396746
1200	0.007288487454
1201	0.007286635675
1202	0.007284756619
1203	0.007282886663
1204	0.007281049644
1205	0.007279388793
1206	0.007277658813
1207	0.00727574839
1208	0.007273986136
1209	0.007272080857
1210	0.007270393886
1211	0.007268740468
1212	0.007267028341
1213	0.007265272986
1214	0.007263766999
1215	0.007262041714
1216	0.007260358131
1217	0.007258599435
1218	0.00725692666
1219	0.007255356109
1220	0.007253761033
1221	0.007252093873
1222	0.007250544085
1223	0.007248755596
1224	0.007247203399
1225	0.007245550397
1226	0.007243972702
1227	0.00724236565
1228	0.00724078197
1229	0.007239148553
1230	0.007237419742
1231	0.007235726898
1232	0.007234156821
1233	0.007232442628
1234	0.007230856213
1235	0.007229379464
1236	0.007227767974
1237	0.007226263703
1238	0.007224620744
1239	0.007222978514
1240	0.00722153678
1241	0.007220120037
1242	0.007218600861
1243	0.00721708982
1244	0.007215670533
1245	0.007213948634
1246	0.007212294934
1247	0.007210735852
1248	0.007209157125
1249	0.007207690773
1250	0.007206101151
1251	0.007204545401
1252	0.007203150039
1253	0.007201683058
1254	0.007200150339
1255	0.007198706867
1256	0.007197300329
1257	0.007195822704
1258	0.007194518827
1259	0.007193066732
1260	0.007191643429
1261	0.007190158867
1262	0.007188848791
1263	0.007187308904
1264	0.007185800179
1265	0.007184497625
1266	0.007183018553
1267	0.007181708861
1268	0.007180414383
1269	0.007178943746
1270	0.007177641715
1271	0.007176401814
1272	0.007175154988
1273	0.007173913267
1274	0.007172684612
1275	0.007171344059
1276	0.007169998845
1277	0.007168775556
1278	0.007167565685
1279	0.007166170353
1280	0.007164774478
1281	0.00716362861
1282	0.007162404339
1283	0.007161142494
1284	0.007159987538
1285	0.007158775354
1286	0.007157552754
1287	0.007156409354
1288	0.007155236364
1289	0.007153905246
1290	0.007152693309
1291	0.007151529772
1292	0.007150217317
1293	0.007149092363
1294	0.007148079497
1295	0.007146908054
1296	0.007145751433
1297	0.007144531995
1298	0.007143264557
1299	0.007142147374
1300	0.007140856706
1301	0.007139753815
1302	0.007138470773
1303	0.007137316506
1304	0.007136185085
1305	0.007134967233
1306	0.007133930049
1307	0.007132843438
1308	0.007131661123
1309	0.007130581165
1310	0.007129498917
1311	0.007128419993
1312	0.007127231363
1313	0.007126116316
1314	0.007124967146
1315	0.007123929596
1316	0.00712279966
1317	0.007121686358
1318	0.00712064743
1319	0.007119597909
1320	0.007118548043
1321	0.007117374183
1322	0.007116384328
1323	0.007115391404
1324	0.007114425406
1325	0.007113383749
1326	0.007112194533
1327	0.007111037436
1328	0.007110075791
1329	0.007109063255
1330	0.007108059859
1331	0.00710697094
1332	0.007105998095
1333	0.007104975962
1334	0.007104015699
1335	0.007102933038
1336	0.007101965865
1337	0.007101042735
1338	0.007100117584
1339	0.007099199544
1340	0.007098153248
1341	0.007097203866
1342	0.007096104035
1343	0.007095171593
1344	0.007094250421
1345	0.007093394021
1346	0.007092244868
1347	0.007091242965
1348	0.007090390281
1349	0.007089428176
1350	0.007088541994
1351	0.007087518399
1352	0.007086584897
1353	0.007085760614
1354	0.007084846259
1355	0.007083987592
1356	0.007082998945
1357	0.007082090969
1358	0.007081079885
1359	0.007080209813
1360	0.007079302812
1361	0.007078436667
1362	0.007077522392
1363	0.007076606786
1364	0.007075803614
1365	0.007074904079
1366	0.007074021174
1367	0.007073057015
1368	0.007072116407
1369	0.007071292946
1370	0.007070435901
1371	0.007069613975
1372	0.007068680661
1373	0.007067918207
1374	0.00706713087
1375	0.007066226786
1376	0.007065434116
1377	0.007064512433
1378	0.007063701342
1379	0.007062867873
1380	0.007062079871
1381	0.007061275804
1382	0.007060396928
1383	0.007059639758
1384	0.007058816453
1385	0.00705794416
1386	0.007057089042
1387	0.007056208887
1388	0.00705537785
1389	0.007054621599
1390	0.007053828886
1391	0.007053022205
1392	0.007052021445
1393	0.007051216248
1394	0.007050359126
1395	0.007049611859
1396	0.007048752873
1397	0.0070478898
1398	0.007047083265
1399	0.00704630628
1400	0.007045428161
1401	0.007044693628
1402	0.007043900171
1403	0.00704299231
1404	0.007042174949
1405	0.007041351666
1406	0.007040650171
1407	0.007039785329
1408	0.007039099435
1409	0.00703822016
1410	0.00703736265
1411	0.00703671882
1412	0.007035872424
1413	0.007035133271
1414	0.007034470607
1415	0.007033665423
1416	0.007032921763
1417	0.007032063119
1418	0.007031352451
1419	0.00703055297
1420	0.007029790554
1421	0.007029036281
1422	0.007028227911
1423	0.007027524932
1424	0.007026709557
1425	0.007025991994
1426	0.007025179187
1427	0.007024468331
1428	0.007023827244
1429	0.007023179436
1430	0.007022358925
1431	0.007021583818
1432	0.007020898924
1433	0.007020156329
1434	0.00701951726
1435	0.007018854877
1436	0.00701810734
1437	0.00701731492
1438	0.007016535118
1439	0.007015777193
1440	0.007015040196
1441	0.007014461984
1442	0.007013793744
1443	0.007013203269
1444	0.007012588112
1445	0.00701199579
1446	0.007011325029
1447	0.007010577239
1448	0.007009814971
1449	0.007009159184
1450	0.007008431976
1451	0.007007769132
1452	0.007007079423
1453	0.007006367875
1454	0.007005598014
1455	0.007004746316
1456	0.007004178458
1457	0.007003474118
1458	0.007002921296
1459	0.007002148656
1460	0.007001429598
1461	0.007000832633
1462	0.0070000749
1463	0.006999362146
1464	0.006998770006
1465	0.006997942925
1466	0.00699730738
1467	0.006996773405
1468	0.0069960859
1469	0.006995498726
1470	0.006994863551
1471	0.006994269042
1472	0.006993518006
1473	0.006992733569
1474	0.006992056704
1475	0.006991360494
1476	0.006990756582
1477	0.006990194349
1478	0.006989635725
1479	0.006988956965
1480	0.006988397497
1481	0.006987844969
1482	0.006987225171
1483	0.006986592291
1484	0.006985921776
1485	0.006985335539
1486	0.006984761893
1487	0.006984211553
1488	0.006983604395
1489	0.006982895776
1490	0.006982202002
1491	0.00698150919
1492	0.006980975375
1493	0.006980509799
1494	0.006979884982
1495	0.006979300369
1496	0.006978613573
1497	0.006977992774
1498	0.006977502712
1499	0.006977015224
