iter	Passed	Remaining
0	2	203
1	4	213
2	6	202
3	7	184
4	9	174
5	10	165
6	11	158
7	13	151
8	14	147
9	15	143
10	17	139
11	18	136
12	19	133
13	21	130
14	22	129
15	24	129
16	25	126
17	27	124
18	28	122
19	30	121
20	31	119
21	33	117
22	34	115
23	35	113
24	37	111
25	38	109
26	39	107
27	41	106
28	42	104
29	43	102
30	45	101
31	47	99
32	48	98
33	50	97
